Products,Product groups,QTY,Safety Stock
ALVITA PREGNANCY TEST TWIN,Pregnancy,22,2
LANSINOH disposable nursing pads  60,Pregnancy,37,2
Clearblue _brand Clearblue Early Detecti Early Detection Visual,Pregnancy Tests,15,2
Clearblue Dig Ovulation Test,Pregnancy Tests,35,2
Clearblue Digital Preg Test Sngle,Pregnancy Tests,24,2
Clearblue One Step Preg Test 1,Pregnancy Tests,7,2
SURESIGN 2 PREGNANCY TEST,Pregnancy Tests,18,2
SURESIGN 6 day early midstream pregnancy test  2,Pregnancy Tests,23,2
SURESIGN PREGNANCY TEST,Pregnancy Tests,6,2
?1 Lines,Product Value,8,2
FOSTER & GRANT 1.00,Reading Glasses,39,2
FOSTER & GRANT 1.50,Reading Glasses,12,2
FOSTER & GRANT 2.00,Reading Glasses,10,2
FOSTER & GRANT 2.50,Reading Glasses,16,2
FOSTER & GRANT 3.00,Reading Glasses,13,2
FOSTER & GRANT 3.50,Reading Glasses,39,2
DIORALYTE oral powder sachets blackcurrant 0.53g/3.56g/0.30g/0.47g  6,Rehydration ¥ Electrolytes,9,2
DIORALYTE oral powder sachets blackcurrant 0.53g/3.56g/0.3g/0.47g  20,Rehydration ¥ Electrolytes,34,2
DIORALYTE oral powder sachets citrus 0.53g/3.56g/0.30g/0.47g  6,Rehydration ¥ Electrolytes,36,2
DIORALYTE oral powder sachets natural 0.53g/3.56g/0.30g/0.47g  6,Rehydration ¥ Electrolytes,11,2
DIORALYTE RELIEF sachets s/f blackcurrant 300mg/350mg/580mg  6,Rehydration ¥ Electrolytes,27,2
DIORALYTE RELIEF sachets s/f raspberry 300mg/350mg/580mg  6,Rehydration ¥ Electrolytes,2,2
O.R.S. oral rehydration salt for children tablets strawberry  24,Rehydration ¥ Electrolytes,8,2
O.r.s. Oral Rehydration Salt Tablets Blackcurrant   12,Rehydration ¥ Electrolytes,32,2
UNNU SPORT ELECTROLYTES 50G,Rehydration ¥ Electrolytes,15,2
ALVITA incontinence range pads waterproof bed 60cm x 90cm 30,Sanitary Products,38,2
ALWAYS CLASSIC,Sanitary Products,34,2
ALWAYS incontinence range discreet pads long  10,Sanitary Products,18,2
ALWAYS incontinence range discreet pads long plus  16,Sanitary Products,21,2
Always Sensitive Norm 16s,Sanitary Products,31,2
ALWAYS ULTRA DAY & NIGHT,Sanitary Products,4,2
ALWAYS ULTRA sanitary towels day & night with wing size 3 18,Sanitary Products,11,2
LiL/Lets Lite 16s,Sanitary Products,39,2
Tampax Compak Reg 18s,Sanitary Products,14,2
Tampax Compak Super Plus,Sanitary Products,9,2
TAMPAX compak tampons super  18,Sanitary Products,28,2
TAMPAX tampons regular   20,Sanitary Products,35,2
NIVEA MEN shaving foam sensitive 200ml ,Shaving ¥ Foam,4,2
Gillette Foam Classic Sens 200ml,Shaving ¥ Gel,16,2
GILLETTE pre/shave fusion 5 hydragel sensitive skin shave gel 200ml,Shaving ¥ Gel,2,2
Bic 1 Sens 5pk,Shaving ¥ Razors,37,2
Bic Disp Raz Twin Lady 5 Twin Lady,Shaving ¥ Razors,10,2
FADEOUT SKNCARE,Skin Care,23,2
Nivea Visage Sens Micellar Water 200ml,Skin Care,23,2
SKIN OINTMENT,Skin Care,25,2
EUCERIN dermo purifyer scrub 100ml,Skin Care ,24,2
ALMUS CALAMINE LOTION ,Skin Care / Soothing Lotions,7,2
AVEENO daily moisturising lotion calming relief 300ml,Skin Care / Soothing Lotions,5,2
CURALENE JELLY,Skin Care / Soothing Lotions,17,2
E45 body lotion daily 400ml,Skin Care / Soothing Lotions,6,2
E45 lotion spray daily 200ml,Skin Care / Soothing Lotions,12,2
Clearasil Ult Gel Wsh 150ml,Skin Care ¥ Acne Treatment,28,2
Lanacane Med Crm 30g,Skin Care ¥ Anti-itch,23,2
CRYSTACIDE CREAM,Skin Care ¥ Antiseptic,38,2
Nelsons Tea Tree Crm 30ml,Skin Care ¥ Antiseptic,11,2
Witch Hazel 200ml,Skin Care ¥ Astringent,18,2
CUTICURA body powder mildly medicated 150g,Skin Care ¥ Body Powder,19,2
CUTICURA ORIG BODY POWDER,Skin Care ¥ Body Powder,34,2
Hirudoid Cream 50g,Skin Care ¥ Bruise & Vein Relief,8,2
POXCLIN COOL MOUSSE,Skin Care ¥ Chickenpox Relief,4,2
Vira Soothe 75g,Skin Care ¥ Chickenpox Relief,5,2
Virasoothe Cpox Gel 50g,Skin Care ¥ Chickenpox Relief,31,2
Virasoothe Spry Gel 60ml,Skin Care ¥ Chickenpox Relief,17,2
BIO/OIL dry skin gel 200ml,Skin Care ¥ Dry Skin,27,2
FACE FACTS MUD MASK CUCUMBER,Skin Care ¥ Face Masks,15,2
MERIDIANA white soap box,Skin Care ¥ Gentle Cleansing,25,2
SIMPLE soap bar 100g 2,Skin Care ¥ Gentle Cleansing,7,2
HC45 HYDROCORTISONE CREAM,Skin Care ¥ Hydrocortisone,20,2
Hydrocortisone 1% Cream,Skin Care ¥ Hydrocortisone,30,2
HYDROCORTISONE CREAM 1%,Skin Care ¥ Hydrocortisone,15,2
Hydrocortisone Cream 1% 15g,Skin Care ¥ Hydrocortisone,24,2
HYDROCORTISONE OINTMENT,Skin Care ¥ Hydrocortisone,32,2
HYDROGEN PEROXIDE 6%,Skin Care ¥ Hydrocortisone,38,2
E45 ITCH RELIEF CREAM,Skin Care ¥ Itch Relief,6,2
E45 itch relief gel 100ml,Skin Care ¥ Itch Relief,14,2
EURAX cooling itch relief gel 75g,Skin Care ¥ Itch Relief,16,2
EURAX HC CREAM,Skin Care ¥ Itch Relief with Hydrocortisone,21,2
CUTICURA bar soap mildly medicated for dry skin 100g,Skin Care ¥ Medicated Soap,12,2
Lotil Cream 50ml,Skin Care ¥ Moisturiser,17,2
Lotil Org Cream 114ml,Skin Care ¥ Moisturiser,33,2
MEDI DERMA/S,Skin Care ¥ Moisturiser,37,2
MENTHODERM menthol in aqueous cream 1% 100g,Skin Care ¥ Moisturiser,37,2
Vaseline Cocoa Butter Jelly,Skin Care ¥ Moisturiser,16,2
Vaseline CoCoa Radiant,Skin Care ¥ Moisturiser,18,2
VASELINE hand cream 75ml 6,Skin Care ¥ Moisturiser,22,2
Vaseline Petro Jelly 100ml,Skin Care ¥ Moisturiser,3,2
Vaseline Petro Jelly 250ml,Skin Care ¥ Moisturiser,22,2
VASELINE PETRO JELLY 50ML,Skin Care ¥ Moisturiser,35,2
VASELINE Vaseline Aloe Soothe Lotion 400ml,Skin Care ¥ Moisturiser,15,2
Vaselne Aloe Bdy Lot 200ml,Skin Care ¥ Moisturiser,0,2
PERMETHRIN CREAM,Skin Care ¥ Scabies & Lice,22,2
Bio Oil 60ml,Skin Care ¥ Scars & Stretch Marks,23,2
BiO/Oil Liquid  200ml,Skin Care ¥ Scars & Stretch Marks,17,2
Calamine Lotion 200ml,Skin Care ¥ Soothing Lotions,11,2
Care+ Aqueous Calamin Cream 100g,Skin Care ¥ Soothing Lotions,20,2
GRADUAL TANNING LOTION,Skin Care ¥ Tanning,8,2
SKIN DEEP SELF TANNING WIPES 20 PACK,Skin Care ¥ Tanning,23,2
ALMUS sleep aid tablets 50mg  20,Sleep Aid,9,2
LUNOX sleep aid tablets 50mg  20,Sleep Aid,9,2
Night Time Sleep Aid 25mg 20 Tabs,Sleep Aid,4,2
NIGHTTIME DUMMIES GLOW IN DARK,Sleep Aid,29,2
Nytol Herbal Oan 21 Tabs,Sleep Aid,26,2
NYTOL ONE A NGT 20 TABLETS,Sleep Aid,24,2
Nytol Orginal 25mg 20s,Sleep Aid,38,2
Ors,Sleep Aid,12,2
Ors Blackcurrant,Sleep Aid,7,2
Nicorette 15mg Inhalator,Smoking Cessation,19,2
NICORETTE chewing gum freshmint 2mg  30,Smoking Cessation,23,2
NICORETTE chewing gum icy white 2mg  210,Smoking Cessation,32,2
NICORETTE lozenges mint 2mg  40,Smoking Cessation,31,2
NICORETTE lozenges mint 4mg  80,Smoking Cessation,37,2
Nicorette Quickmist 1mg,Smoking Cessation,11,2
Niquitin Clear 14mg Patch,Smoking Cessation,2,2
Niquitin Clear Patches,Smoking Cessation,32,2
Bach Rescue Remedy Ngt Drop 10ml,Stress & Sleep Aids,14,2
Bach Rescue Remedy Spray 20ml,Stress & Sleep Aids,28,2
KALMS DAY,Stress & Sleep Aids,39,2
KALMS NIGHT herbal sedative tablets  56,Stress & Sleep Aids,27,2
Calypso After Sun Aloe Gel,Sun Care ¥ After Sun,31,2
CALYPSO after sun moisturising lotion with insect repellent 500ml ,Sun Care ¥ After Sun,9,2
Nivea After Sun 200ml,Sun Care ¥ After Sun,33,2
CALYPSO kids sun lotion coloured roll on spf50 50ml,Sun Care ¥ Kids,15,2
Calypso Kids Sun Lotion Spf 50,Sun Care ¥ Kids,15,2
Rieman P20 Spf30 Lotion,Sun Care ¥ Long-Lasting Protection,10,2
CALYPSO sun protection scalp protector SPF30 50ml,Sun Care ¥ Scalp Protection,16,2
Calypso 50 High 150ml,Sun Care ¥ SPF Lotion,15,2
CALYPSO sun protection continuous spray spf30 175ml,Sun Care ¥ SPF Spray,31,2
MINERAL SUN STICK,Sun Care ¥ SPF Stick,22,2
CALYPSO tanning deep tanning oil monoi tahiti SPF15 200ml,Sun Care ¥ Tanning Oil,36,2
CALYPSO travel pack sun lotion SPF15 & 20 after sun 100ml 3,Sun Care ¥ Travel Pack,0,2
Menopace Tabs,Supplements ,28,2
TURMERIC 1000MG & VIT D,Supplements ¥ Anti-inflammatory,24,2
ULTRA herbal tablets turmeric  60,Supplements ¥ Anti-inflammatory,23,2
ULTRA minerals tablets magnesium 375mg  60,Supplements ¥ Anti-inflammatory,36,2
NEUROMIND plus tablets & capsules  28+28,Supplements ¥ Brain Health,36,2
Na Garlic Pearls 90s,Supplements ¥ Cholestoral,9,2
Na CO/Enz Q10 30mg 30s,Supplements ¥ Coenzyme Q10,19,2
VITAL PROTEINS COLLAGEN PEPTIDES,Supplements ¥ Collagen,27,2
VITAL PROTEINS COLLAGEN PEPTIDES 284G,Supplements ¥ Collagen,32,2
PREGNACARE CONCEPTION him & her tablets  60,Supplements ¥ Fertility,14,2
Valupak Garlic 30s Tabs,Supplements ¥ Heart Health,20,2
Magnesium & Vitamin B6 Tablets,Supplements ¥ Magnesium,12,2
MAGNESIUM MENOPAUSE,Supplements ¥ Magnesium,24,2
Magnesium Paste,Supplements ¥ Magnesium,10,2
Valupak Magnesium 187.5mg 30,Supplements ¥ Magnesium,31,2
COD LIVER OIL ,Supplements ¥ Omega 3,24,2
DIABETONE PLUS,Supplements ¥ Omega 3,2,2
DIABETONE tablets  30,Supplements ¥ Omega 3,36,2
DIABLO SUGAR FREE GUMMY DROPS,Supplements ¥ Omega 3,4,2
FISH OIL CONCENTRATE 1000MG 60 SOFTGELS,Supplements ¥ Omega 3,39,2
Na Fish Oil 1000mg 90s,Supplements ¥ Omega 3,13,2
SEVEN SEAS pure cod liver oil range liquid 150ml,Supplements ¥ Omega 3,26,2
SEVEN SEAS pure cod liver oil range traditional liquid 450ml,Supplements ¥ Omega 3,11,2
Valupak Clo Caps 1000mg 30 Capsules 1000mg  1000mg,Supplements ¥ Omega 3,23,2
Valupak Omega 3 Fish Oiul Caps 90S,Supplements ¥ Omega 3,0,2
Na Eve Primrose Oil 1000mg 90s,Supplements ¥ Omega 6,34,2
PREGNACARE new mum tablets  56,Supplements ¥ Postnatal,38,2
Vitabiotics Pregnacare B/feed,Supplements ¥ Postnatal,10,2
VALUPAK PREGNANCY 30 TABLETS,Supplements ¥ Pregnancy,4,2
Na Cranberry 5000mg 30s,Supplements ¥ Urinary Health,23,2
BREWERS YEAST WITH VITAMIN B12,Supplements ¥ Vitamin B Complex,1,2
KEDLEY ANKLE SUPPORT ,Supports & Braces,30,2
KEDLEY ANKLE SUPPORT L,Supports & Braces,29,2
KEDLEY ANKLE SUPPORT M,Supports & Braces,20,2
KEDLEY BACK SUPPORT ,Supports & Braces,29,2
KEDLEY ELBOW SUPPORT,Supports & Braces,20,2
KEDLEY FABRIC ARM POUCH,Supports & Braces,39,2
KEDLEY FABRIC ARM POUCH M/L,Supports & Braces,14,2
KEDLEY FOAM ARM SLING,Supports & Braces,36,2
KEDLEY HAND SUPPORT,Supports & Braces,0,2
KEDLEY KINESIOLOGY TAPE,Supports & Braces,23,2
KEDLEY KNEE SUPPORT ,Supports & Braces,20,2
KEDLEY KNEE SUPPORT L,Supports & Braces,19,2
KEDLEY KNEE SUPPORT M,Supports & Braces,8,2
KEDLEY KNEE SUPPORT S,Supports & Braces,24,2
KEDLEY KNEE SUPPORT XL,Supports & Braces,27,2
KEDLEY PLANTAR FASCIA SLEEVES MEDIUM,Supports & Braces,27,2
KEDLEY SOFT NECK COLLAR,Supports & Braces,19,2
KEDLEY TENNIS ELBOW,Supports & Braces,11,2
Kedley Thumb Brace,Supports & Braces,12,2
KNEE STABILZER,Supports & Braces,11,2
WRIST & THUMB SPLINT RIGHT,Supports & Braces,15,2
WRIST SPLINT,Supports & Braces,30,2
Wrist Support With Metal Support,Supports & Braces,32,2
CANDEREL TABS,Sweeteners,5,2
EMLA 5% CREAM,Topical Anaesthetic,29,2
Maloff Protect Tabs 24s,Travel Health ¥ Malaria Prevention,1,2
Kids Travel Bands,Travel Sickness Relief,10,2
KWELLS 12 TABLETS,Travel Sickness Relief,9,2
KWELLS KIDS,Travel Sickness Relief,8,2
MOTION SICKNESS BANDS,Travel Sickness Relief,15,2
STUGERON 15 TABS,Travel Sickness Relief,13,2
Betteryou Boost B12,Vitamin B12 Supplements,22,2
COLEKAL D3,Vitamin D Supplements,16,2
NUTRIO BURST ULTRA VITAMIN D3 1000IU,Vitamin D Supplements,8,2
SUNVIT/D3 vitamin D3 capsules 1000iu  28,Vitamin D Supplements,34,2
Valupak Vit D3 1000iu 60s,Vitamin D Supplements,12,2
Valupak Vit E 100iu 30 Caps,Vitamin D Supplements,34,2
Abidec Drops 25ml,Vitamin Drops,25,2
D/PEARLS 800IU,Vitamin Drops,1,2
FOLIC ACID 400UG,Vitamin Supplements,13,2
Valupak Calcium & Vit D 400mg 30s,Vitamin Supplements,27,2
Valupak Chewable Vit C  500mg,Vitamin Supplements,2,2
Valupak Effervescent Vit C,Vitamin Supplements,23,2
VALUPAK FOLIC ACID 90S,Vitamin Supplements,0,2
VALUPAK PLUS vitamin E vitamin E 400iu  30,Vitamin Supplements,17,2
Valupak Vit B6 60s,Vitamin Supplements,11,2
VALUPAK vitamins effervescent tablets one/a/day vitamin B+C  20,Vitamin Supplements,3,2
Valupak Zinc 10mg 60,Vitamin Supplements,12,2
VITAMIN B12 100UG,Vitamin Supplements,31,2
VITAMIN B12 10UG,Vitamin Supplements,5,2
VITAMIN C 1000MG,Vitamin Supplements,18,2
Bazuka Extra Gel 6g,Wart & Verruca Treatment,11,2
Bazuka Gel Extra Strength,Wart & Verruca Treatment,8,2
Bazuka Treatment Gel 4% W/w/12% W/w 6g,Wart & Verruca Treatment,16,2
Bazuka Treatment Gel 6g,Wart & Verruca Treatment,15,2
Salactol Paint 15ml,Wart & Verruca Treatment,29,2
Scholl Verruca Rem System,Wart & Verruca Treatment,21,2
WARTNER cryo freeze 14ml,Wart & Verruca Treatment,32,2
MELBOURNE SPRING WATER,Water,15,2
VOLVIC,Water,29,2
AEROBURN burn gel sachet 3.5g 1,Wound Care / Burn Treatment,3,2
STERILE NON STICK WOUND PAD,Wound Care / Dressing,8,2
SURGICAL TAPE,Wound Care / Dressing,11,2
WATER RESISTANT PLASTERS 40,Wound Care / Dressing,6,2
AEROFILMPLUS waterproof island dressing 4cm x 5cm 3,Wound Care / Dressings,8,2
AEROFILMPLUS waterproof island dressing 6cm x 7cm 3,Wound Care / Dressings,7,2
AEROFILMPLUS waterproof island dressing 9cm x 10cm 3,Wound Care / Dressings,7,2
AEROFIX non/woven island dressing 10cm x 15cm 3,Wound Care / Dressings,18,2
AEROPAD low adherent pad 10cm x 10cm 3,Wound Care / Dressings,5,2
AEROPAD low adherent pad 5cm x 5cm 5,Wound Care / Dressings,34,2
AEROPLAST butterfly wound closures 10mm x 45mm 10,Wound Care / Dressings,10,2
AEROPLAST transparent standard strip  50,Wound Care / Dressings,14,2
ALVITA surgical dressings crepe bandage cotton BP 10cm x 4.5m,Wound Care / Dressings,29,2
ALVITA surgical dressings crepe bandage cotton BP 7.5cm x 4.5m,Wound Care / Dressings,7,2
Assorted Knuckle Plasters,Wound Care / Dressings,15,2
BluE/Detectable Plasters,Wound Care / Dressings,24,2
Cohesive Bandage 7.5cmx4.5m,Wound Care / Dressings,28,2
ELASTOPLAST 10 PLASTERS,Wound Care / Dressings,2,2
ELASTOPLAST dressings sensitive xl 6cm x 7cm 5,Wound Care / Dressings,19,2
ELASTOPLAST plasters water resistant  20,Wound Care / Dressings,31,2
Elastoplast Roll Plaster,Wound Care / Dressings,34,2
Elastoplast Water Resis 10s,Wound Care / Dressings,8,2
Elastoplast Wound Spray,Wound Care / Dressings,11,2
Eplast Fab/wsh/proof18s,Wound Care / Dressings,0,2
Eplast Fabric Assort Strips 40,Wound Care / Dressings,11,2
Eplast Fabric Plasters 10,Wound Care / Dressings,39,2
Eplast Finger Strips 16s,Wound Care / Dressings,11,2
EXTRA LARGE  FABRC PLASTER,Wound Care / Dressings,0,2
FABRIC 1M BY 6CM,Wound Care / Dressings,10,2
FABRIC PLASTERS,Wound Care / Dressings,39,2
Germolene Wound Care Crm 30g,Wound Care / Dressings,28,2
MELOLIN 5CMX5CM,Wound Care / Dressings,5,2
MELOLIN ADHESIVE dressing consumer/OTC pack  10cm x 8cm 5,Wound Care / Dressings,4,2
MELOLIN ADHESIVE low/adhesive absorbent dressing pads consumer/OTC pack  8.3cm x 6cm 5,Wound Care / Dressings,36,2
Melolin Dressing Pads 10x10cm,Wound Care / Dressings,32,2
Melolin Single 10x10,Wound Care / Dressings,4,2
MEPORE 11X15,Wound Care / Dressings,0,2
Mepore Dressing 7x8cm,Wound Care / Dressings,22,2
MEPORE DRESSING 9X20CM/3.6X8IN,Wound Care / Dressings,17,2
Numark Dress Strip 6cmx1m Fabric,Wound Care / Dressings,19,2
NUMARK first aid plasters assorted fabric  24,Wound Care / Dressings,13,2
Numark Melolin Pfa Dressing 20x10,Wound Care / Dressings,28,2
SAFE & SOUND eye pad Adhesive,Wound Care / Dressings,34,2
SAFE & SOUND first aid bandages & dressings absorbent lint 25g,Wound Care / Dressings,8,2
SAFE & SOUND first aid bandages & dressings finger cots latex,Wound Care / Dressings,15,2
SAFE SOUND SELF ADHESIVE BANDAGE,Wound Care / Dressings,11,2
SAFE&SOUND STER ADHESIVE WATERPROOF,Wound Care / Dressings,30,2
ZETUVIT 10CMX10CM,Wound Care / Dressings,5,2
ZETUVIT 10CMX20CM,Wound Care / Dressings,13,2
ZETUVIT 20CMX20CM,Wound Care / Dressings,37,2
PEPPA PIG PLASTERS,Wound Care / Dressings ¥ Children†s,29,2
SAVLON wound cleansing wipe sachets  10,Wound Care ¥ Cleansing,10,2
SKIN CLOSURE STRIPS,Wound Care ¥ Closure,35,2
STERISTRIP,Wound Care ¥ Closure,10,2
MEDIHONEY,Wound Care ¥ Healing Cream,9,2
MEDIHONEY DERMA CREAM,Wound Care ¥ Healing Cream,30,2
Savlon Advan Healing Gel 50g,Wound Care ¥ Healing Gel,34,2
Aviva,#N/A,25,2
CUCUMBER & AVOCADO,#N/A,27,2
FLANNELS,#N/A,18,2
Fresh Step Shoe Spray,Shoe Care,21,2
PAPER MINTS,Confectionary ¥ Gum,21,2
STITCH BASEBALL CAP,Accessories,2,2
Sweetex Tabs 300s,Sweeteners,9,2
THE BODY DOCTOR eyelid wipes 0.9%,Eye Care ¥ Dry Eye Relief,24,2
X/BRELLA,Accessories,20,2
